entity_name,sector,sector_main,entity_type,legal_form,company_status,capital_dhs,activity,phone,address,city,region,latitude,longitude,source_dataset
OH CREATION,L'audit et conseil en matiere de publicite de communication et de marketing + tenant bureau d'etudes,Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,6 rue des hirondelles res des iris appt n1 - Casablanca,Casablanca,Maroc,33.58956,-7.63653,
ARCHOS TECHNOLOGY,- etudes et conseils en système informatique - conseils aux entreprises - import export,Information Technology,Société Anonyme,Société Anonyme,Dissolution,7588700.0,,,"Technopark route de nouaceur, 7eme etg angle rs 114 et ct 1029 - Casablanca",Casablanca,Maroc,33.54271,-7.63942,
WAFI TRANS,Transports routiers de marchandises international,Transport,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,75 rue de la participation roches noires - Casablanca,Casablanca,Maroc,33.60217,-7.57948,
ZENITH DIFFUSION,Negoce,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,165 rue attabari chantimar 2 maarif - Casablanca,Casablanca,Maroc,33.57988,-7.64395,
LAAROUSSI DECORATION (ESE),"Entrepreneur de la decoration, et de batiments",Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Radiation,80000.0,,,Lotissement esperance rue 12 lot 147 - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
SOCIETE IMMOBILIERE KHALID,Promotion immobiliere,Real Estate,Société Anonyme,Société Anonyme,En activité,70000.0,,,N11 rue de soulac - Casablanca,Casablanca,Maroc,33.594146,-7.646586,
FERAFRIC (STE) (FERAFRIC),Industrie representation commission courtage de tous produits,Information Technology,Société Anonyme,Société Anonyme,En activité,3000.0,,,126 boulevard de la gare - Casablanca,Casablanca,Maroc,33.61094,-7.52826,
SOCIETE IMMOBILIERE CAILLAUX,Promotion immobiliere,Real Estate,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,1000000.0,,,6 rue ferrad bouchaib - Casablanca,Casablanca,Maroc,33.59067,-7.60586,
2A COM,- affichage publicitaires,Information Technology,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,4000000.0,,,"Sidi maarouf, ensemble résidence al moustakbal, gh 4, n°7, appartement 3, rez de chaussée - Casablanca",Casablanca,Maroc,33.58694440000001,-7.611111100000016,
GLOBLE TRADE,Marchand pieces detachees pour autos,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,200000.0,,,Douar sidi abdenbi - Casablanca,Casablanca,Maroc,33.635666,-7.448419,
ADVANCED INSPECTION METOD AND SYSTEM,Bureau d'etudes (controle),Other,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,100000.0,,,Rue 30 haddawia iii n51 - Casablanca,Casablanca,Maroc,33.5523782108,-7.60129040906,
FRAMA (STE),Tonnage appret teinture lutrage de peaux,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,98600.0,,,9 rue du lieutenant leon - Casablanca,Casablanca,Maroc,33.533333,-7.583333,
PHARMATRADING (PHARMATRADING),Marchand effectuant import-export,Other,Société Anonyme,Société Anonyme,En activité,100000.0,,,Bloc 2 hay karia n100 - Casablanca,Casablanca,Maroc,33.588406,-7.498113,
BECIE CONSEIL,Tenant un bureau d'etudes,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,200000.0,,,Av mers sultan n93 - Casablanca,Casablanca,Maroc,33.58654,-7.61695,
COSMED,Fabrication et distribution des produits cosmetiques,Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Radiation,100000.0,,,205-207 bd ouad sebou oulfa casa - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
LA LUCENTE MAROC,Nettoyage industriel +trieur de dechet md importateu exportateur indstrie de production et transformation des meneraux extraction,Manufacturing,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,100000.0,,,Av des far imm safy appt 06 mohammedia - Casablanca,Casablanca,Maroc,33.573401,-7.552871,
MERIDIEN TOURS,Entrepreneur de transport de voyageurs,Transport,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,1 rue toulon - Casablanca,Casablanca,Maroc,33.597584,-7.598429,
DANNELS FRERES ET CIE (ETS),Entreprise de travaux publics et particuliers et industrie du batiment sous toutes ses formes,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,5000.0,,,81 rue colbert - Casablanca,Casablanca,Maroc,33.59355,-7.61359,
CLOS ST GEORGES (STE),Exploitation d'un domaine cural,Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,360000.0,,,24 rue clemenceau - Casablanca,Casablanca,Maroc,33.593122,-7.615238,
HADJ KHALID AKRAB ET CIE,Travaux publics,Construction,Société en Commandite Simple,Société en Commandite Simple,En activité,15000.0,,,64 rue moulay ismail - Settat,Settat,Maroc,33.003258,-7.61359,
SOURIRE DENT,Import export (produits dentaires),Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Imm 11 appt n 4 sidi bernoussi residence annakhil hay el qods - Casablanca,Casablanca,Maroc,33.6154283126,-7.49227246256,
CEDIMETAL (CEDIMETAL),Commerce de tous produits toutes oper d'inport d'exportation et toutes les etudes et tous travaux et prestation de services,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,1000000.0,,,"Ain guedid, km 6, route d'azemmour - Casablanca",Casablanca,Maroc,33.577174,-7.673414,
AFRICAINE D'INVESTISSEMENT (STE) (SOCAFI),"Commerce, transport de tous produits",Transport,Société Anonyme,Société Anonyme,En activité,1000.0,,,80 bd de marseille - Casablanca,Casablanca,Maroc,33.601844,-7.630466,
MALABIS ARRAHA,Fabricant de vetements confectionnes,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Rue 5 n7 amal 3 sidi bernoussi - Sidi Bernoussi (AR),Casablanca,Maroc,33.5716089139,-7.5929500758,
CIE DE SOUELAH,Exploitation agricole,Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,8000000.0,,,89 bd moulay ismael - Casablanca,Casablanca,Maroc,33.59822,-7.58306,
TUYAUTERIE CHAUDRONNERIE DAKKA (TYCHAD),Chaudronnier,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Dissolution,10000.0,,,Amal 1 rue 13 n° 42 lot 560 sidi bernoussi - Sidi Bernoussi (AR),Casablanca,Maroc,33.5700328844,-7.59369731945,
ARCOBATI MAROC,Entrepreneur de travaux divers,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,"Haysidi bernoussi amal iii rue 6, n 70 - Sidi Bernoussi (AR)",Casablanca,Maroc,33.5716089139,-7.5929500758,
IMPRIMERIE LE COLOMBIER,"Travaux d'imprimerie, typographe",Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Lot my thami rue 5 n 52 hay oulfa - Casablanca,Casablanca,Maroc,33.5564236661,-7.67990817114,
SOCIETE CHERIFIENNE DES ETABLISSEMENTS YVES ROUGER,"- fabrication et commerce de fournitures et matériel industriels, quincaillerie, machines outils, produits manufacturés et matériel de soudure",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,2100000.0,,,20 bd ibn tachfine - Casablanca,Casablanca,Maroc,33.58528,-7.575,
STE CENTRALE DES BOIS (CDB),Commerce et industrie du bois de tous materiaux menuiserie charpente,Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,6 rue bar le duc - Casablanca,Casablanca,Maroc,33.58699,-7.6203,
FRATERNELLE D'ASSISTANCE (STE),Entrepreneur de pompe funebres,Other,Société Anonyme,Société Anonyme,En activité,10000.0,,,Av 6 novembre 75 n412 - Casablanca,Casablanca,Maroc,33.55058,-7.58021,
INSTITUT DE PREGICIEL ET DE COMMUNICATION,"Md importation (materiel informatique et de bureau, instruments pour les sciences)",Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,150000.0,,,"219, rue mustapha el maani - Casablanca",Casablanca,Maroc,33.5887,-7.61643,
TOP KAM,Marchand effectuant importation-exportation,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,5000000.0,,,Douar bouzanienne qiadat nouasser prefecture hay hassani ain-chok - Casablanca,Casablanca,Maroc,33.532723,-7.617047,
AUTO GARAGE,Garage,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,"31, avenue houmane el fetouaki - Casablanca",Casablanca,Maroc,33.59351,-7.61448,
AL JAMJOUM PIECES AUTOS,"Achat, vente, import export de pieces detachees, import-export",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,"Essalama 3, bloc a groupe 12 n3 - Casablanca",Casablanca,Maroc,33.5612428478,-7.55751850393,
TOURISME DEVELOPPEMENT (CIE) (CATODE),Entreprise de construction,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Residence le parc immeuble n5 rue mohamed abdouh 4eme etage - Casablanca,Casablanca,Maroc,33.582604,-7.627726,
KOUIDER (IMPRIMERIE),Imprimeur typographe,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,480000.0,,,Hay smara rue 4 n1 imm 70 - Casablanca,Casablanca,Maroc,33.5773156263,-7.60134218652,
COMIDAG (COMIDAG),Marchand effectuant import-export,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,185 rue des ecoles app n5 lot burger maarif - Casablanca,Casablanca,Maroc,33.57112,-7.64502,
CREDIT NAF,Intermediation en matiere de credit commission et courtage,Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,N°82 rue ibn khaldoun - Benslimane,Benslimane,Maroc,33.614106,-7.120967,
INTERVENTION DE REALISATION ET MAINTENANCE EN INFORMATIQUE (CENTRE D') (CIRM),"Etude, enalyse, programmation, maintenence, conception et fourniture de tous documents d'exploitation ....",Information Technology,Société Anonyme,Société Anonyme,En activité,40000.0,,,187 av lalla yacout - Casablanca,Casablanca,Maroc,33.589266,-7.609854,
SOCIETE IMMOBILIERE ANTOINE,"L'acquisition, l'exploitation, la gestion par voie de location ou autrement et eventuellement la revente de tous les biens et droits mobiliers et immobiliers par elle actuellement possedee a condition que ces operations ne presentent aucun caractere commercial ou de speculation plus generalement",Real Estate,Société Civile Immobilière,Société Civile Immobilière,En activité,20000.0,,,"Angle rue michel ange et bd abdellatif ben kaddour, n° 9 - Casablanca",Casablanca,Maroc,33.59014,-7.64681,
ARGOS MARKETING,- etudes de marchés et sondages,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Dissolution,400000.0,,,13 bd sidi mohamed ben abdellah bourgogne - Casablanca,Casablanca,Maroc,33.605027,-7.61988,
PACIFIC INTERNATIONAL,Marchand effectuant import-export,Other,Société Anonyme,Société Anonyme,En activité,180000.0,,,Rue imam aouzai n1 - Casablanca,Casablanca,Maroc,33.576753,-7.640642,
TRANSPORT VIVALDA EL BOUCHTI (TRVE),"Commissionnaire de transport par terre, mer, air",Transport,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Bd girardot angle rue arrachidi mohamed residence iman center 3eme etage bureau 9 - Casablanca,Casablanca,Maroc,33.597254,-7.607682,
RIVA CALZONI SPA,Fabricant de grosse chaudronnerie en fer et en cuivre,Other,Société Anonyme,Société Anonyme,En activité,700000.0,,,"1, angle bd de resistance et de puissesseau - Casablanca",Casablanca,Maroc,33.586055,-7.605625,
STE ALFA INDUSTRIE,- travaux de tour et de rénovation de moteurs,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Liquidation,100000.0,,,Rue 6 n16 hay smara - Casablanca,Casablanca,Maroc,33.5773156263,-7.60134218652,
DEPANNAGE ET D'ENTRETIEN (STE DE),"Entrepreneur de travaux divers, marchand importateur",Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,120000.0,,,Rue 12 metres bd my youssef n11 - Casablanca,Casablanca,Maroc,33.59529,-7.63021,
OMEGA CHIMIE (STE),Fabicant de produits chimiques vendant en gros,Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Hay el wahda lot 154 rue kacem amine - Settat,Settat,Maroc,33.01007,-7.632807,
ALTYAZ (FONCIERE),Promoteur a la construction d'immeuble,Construction,Société Anonyme,Société Anonyme,En activité,100000.0,,,13 jrue des asphodeles maarif extension - Casablanca,Casablanca,Maroc,33.572008,-7.645115,
HODSAR,"Md papetier, md de machines de bureau",Other,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,100000.0,,,"15, bd zerktouni et rue lisserne etg. 6 appt. 16 - Casablanca",Casablanca,Maroc,33.5833641105,-7.57992724765,
T I S B A,"Tissage,textiles,confection et le commerce en general",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Dissolution,2000000.0,,,Rte 1033 lahraouine ouled mellouk - Casablanca,Casablanca,Maroc,33.541008,-7.528538,
MAROC (STE CHIMIQUE INDUSTRIELLE ET COMMERCIALE DU) (SOCHICOMA),"Achat, vente, fabrication, courtage de tous produits chimiques",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,2000.0,,,3 rue de la liberation villa ker cayodich oasis - Casablanca,Casablanca,Maroc,33.56033,-7.6326,
UNIWOOD,"Marchand effectuant importation-exportation, entrepreneur menuisier, entrepreneur de bâtiment",Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,500000.0,,,3 rue ibn sarah (ex rue marmotte) la villete - Casablanca,Casablanca,Maroc,33.58662,-7.57671,
CO-PROPRIETE CREATION (STE) (CREC),"Construction d'immeubles en copropriete, gestion et l'entretien des immeubles",Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,50000.0,,,"3,rue jean jacques rousseau - Casablanca",Casablanca,Maroc,33.593751,-7.624843,
KADIMEX,Import export,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Hay my abdellah rue 272 n31 - Casablanca,Casablanca,Maroc,33.5458,-7.587152,
MONDIALE INGENIERIE TELECOMMUNICATION (MONDITEL),Commercialisation de materiel informatique,Information Technology,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,"332, bd brahim roudani - Casablanca",Casablanca,Maroc,33.58224,-7.633005,
ATLANTIC CARRIERES SARL,Md du materiel industriel.,Manufacturing,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,26 rue d'anizi - Casablanca,Casablanca,Maroc,33.58907,-7.59592,
MAROC (TRAVAUX ET CONSTRUCTION AU) (TCM),Entreprise generale de travaux publics et particulers,Construction,Société Anonyme,Société Anonyme,En activité,100000.0,,,62 rue de charmes - Casablanca,Casablanca,Maroc,33.589362,-7.614386,
TIGER (STE) (TIGER),Achat construction exploitation d'usines de textiles,Construction,Société Anonyme,Société Anonyme,En activité,30000.0,,,111 avenue du general drude - Casablanca,Casablanca,Maroc,33.593265,-7.61261,
MOBILIERS METALLIQES (AUX),Toutes operations concernant le mobilier metallique et de serrurie,Other,Société Anonyme,Société Anonyme,En activité,2100000.0,,,26 rue de luneville - Casablanca,Casablanca,Maroc,33.58596,-7.613301,
LITTLE VIENNE,Restaurateur a prix fixe,Other,Société en Nom Collectif,Société en Nom Collectif,En activité,90000.0,,,144 rue abd errahim bouabid - Settat,Settat,Maroc,33.010494,-7.611598,
NADA PIECES AUTO,Marchand pieces detaches pour voitures auto,Information Technology,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,2000000.0,,,15 rue ahmed sitou - Casablanca,Casablanca,Maroc,33.59464,-7.6113,
SOCIETE DE TRAVAUX OULED ZIANE (STZ),Entrepreneur de travaux divers,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,500000.0,,,11 passage farahidi hay el wahda - Berrechid (M),Berrechid,Maroc,33.262789,-7.570129,
FREINDELEC (ETS),Marchand de materiel industriel,Manufacturing,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Rue 37 derb saad n30 - Casablanca,Casablanca,Maroc,33.586466,-7.560805,
ISSELMANE (SNACK),Restaurant a prix fixe,Tourism & Hospitality,Société Anonyme,Société Anonyme,En activité,100000.0,,,15bis rue moulay ouya hay laayoun - Casablanca,Casablanca,Maroc,33.5819456032,-7.56907673459,
ATLAS DATA,Marchand importateur vendant en gros (electronique industriel et informatique),Information Technology,Société en Nom Collectif,Société en Nom Collectif,En activité,100000.0,,,"10, rue d'oran - Casablanca",Casablanca,Maroc,33.589519,-7.633735,
SACEEF,Entrepreneur de travaux de comptabilite,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Rue de 20 m qi - Casablanca,Casablanca,Maroc,33.52874,-7.67861,
AZIZ KHALIL IMPORT EXPORT,Marchand effectuant import-export,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,150000.0,,,Hay ousra 2 rue 47 n15 - Casablanca,Casablanca,Maroc,33.532723,-7.617047,
SMIRIA,Construction de batiment travaux de genie civil traitement de surfaces et ouvrages d'art,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,8 rue oussama bnou zaid maarif - Casablanca,Casablanca,Maroc,33.581505,-7.634327,
PROVIDA ASSURANCES TOUTES BRANCHES,Operations de courtage,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,43 rue ahmed faris - Casablanca,Casablanca,Maroc,33.594005,-7.607005,
IRIS RECOUVREMENT,Administrateur-sequestre,Other,Société en Nom Collectif,Société en Nom Collectif,En activité,10200.0,,,12 bd d'anfa d'anfa - Casablanca,Casablanca,Maroc,33.59249,-7.63281,
3000 (BATIMENT),"Fournitures d'electricite, plomberie, carrelage, sanitaire, quincaillerie et droguerie",Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,35802924.0,,,Lot echahdia rue 7 n 6 oulfa - Casablanca,Casablanca,Maroc,33.5564236661,-7.67990817114,
AREA COMPUTER,Import export achat vente et montage de tout materiel informatique et electronique,Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Liquidation,200000.0,,,Douar el hfaya bled abderrahmane ouled haddou km 10 route de mediouna - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
PREMIER INTERNATIONAL (TRADING CO),Import export,Other,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,Radiation,100000.0,,,"40, bd ba hmad residence atlas - Casablanca",Casablanca,Maroc,33.58694440000001,-7.611111100000016,
FABRICANTS (UNION DES),"Industrie et commerce de tous produits et marchandises, representation, commission",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,5000.0,,,61 rue villers cotterets - Casablanca,Casablanca,Maroc,33.59214,-7.59209,
JANERO INTERIEUR,- promotion immobilière,Real Estate,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Dissolution,100000.0,,,"28 lotissement les arènes rue n°2 quartier racine, - Casablanca",Casablanca,Maroc,33.58694440000001,-7.611111100000016,
I.T.P,Marchand effectuant import export-pieces speciales pour metier (pieces detachees pour l'industrie),Manufacturing,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,200000.0,,,"Bd chefchaouni km 8,5 ain sebaa - Casablanca",Casablanca,Maroc,33.607914,-7.536169,
VIBELEC HOLDING,Gestion de valeurs mobilieres,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,5 rue brouje - Casablanca,Casablanca,Maroc,33.60143,-7.6335,
GLOBAL INFORMATIQUE,Entrepreneur de travaux mecanographiques,Construction,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,100000.0,,,Rue lile n°36 appt n°7 imm kortoba - Casablanca,Casablanca,Maroc,33.59148,-7.60171,
SOCADEP,"- commerce de gros d'appareils électroménagers - commerce d'équipements de cuisine, restaurants et hôtels",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Radiation,600000.0,,,"46, bd zerktouni 2eme etage appt n 6 - Casablanca",Casablanca,Maroc,33.58694440000001,-7.611111100000016,
ELECTRO SHOP,Tenant un bazar d'articles de menage (appareil domestique et electro menager),Other,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,500000.0,,,"68, rue mac mahon, magasin n°1, quartier des hôpitaux - Casablanca",Casablanca,Maroc,33.570564,-7.618861,
GROSS MAILLE,Fabricant de vetements confectionnes,Other,Société Anonyme,Société Anonyme,En activité,300000.0,,,"1, rue des asphodeles - Casablanca",Casablanca,Maroc,33.572008,-7.645115,
ROVEX (STE) (ROVEX),Commerce importation de tous produits,Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,10000.0,,,200 bd de lorranie - Casablanca,Casablanca,Maroc,33.587805,-7.61349,
BATITEC,Travaux divers de batiment ou construction,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Radiation,100000.0,,,76 bis rue khouribga - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
COPAP (COPAP),"Marchand effectuant import et export, fabricant de vetements confectionnes vendant en gros",Other,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,100000.0,,,"26 hamra ii rue 9, 2eme etage ain chock - Casablanca",Casablanca,Maroc,33.532723,-7.617047,
CARROSSERIE HAMADA (STE),Reparation et travaux de carrosserie,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,700000.0,,,Bd a quartier industriel ain sebaa - Casablanca,Casablanca,Maroc,33.53081,-7.62056,
KOUAKI ET ASSOCIES,Bureau d'etude,Other,Société en Nom Collectif,Société en Nom Collectif,En activité,10000.0,,,Andalous 3 rue 25 n144 - Casablanca,Casablanca,Maroc,33.5555903297,-7.60511490614,
AFRICAINE DES INDUSTRIES (CIE),"Toutes etudes economiques, toutes operations commerciales, industrielles",Manufacturing,Société Anonyme,Société Anonyme,En activité,15000.0,,,129 rue de l'aviation francaise - Casablanca,Casablanca,Maroc,33.59132,-7.61229,
TECHNOLAIR (TECHNOLAIR),Marchand effectuant import-export,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,67 bd de la gare - Casablanca,Casablanca,Maroc,33.61282,-7.53233,
ET CHEPTEL VIF (MATERIEL AGRICOLE) (MACHEV),Import-export,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,60000.0,,,Km 26 douar brahma - Settat,Settat,Maroc,33.001374,-7.617374,
TRANSPORT VILLE TRANSIT DOUANE (TVTD),Transport ville et transit douane,Transport,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,3000000.0,,,41 bd girardot - Casablanca,Casablanca,Maroc,33.59724,-7.60752,
MEDI ACT (MEDI ACT),Tenant agence de publicite,Information Technology,Société Anonyme,Société Anonyme,En activité,50000.0,,,Rue saad ben ali ouakkas n14 - Casablanca,Casablanca,Maroc,33.584495,-7.621575,
CHANTAL (STE) (CHANTAL),"Exploitation d'un fonds de commerce, de coiffure pour dames",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Radiation,1000000.0,,,309 avenue colombe - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
UPSON SYSTEME,Vente en gros marchand importateur,Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,1500000.0,,,"Derb el miter, rue 11, n°142, 1er étage, bouchentouf - Casablanca",Casablanca,Maroc,33.5665142143,-7.60967460878,
DETAIL LAITON,Marchand importateur,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,Dissolution,100000.0,,,Rue 8 hay arsalane n54 - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
SOCIETE AFRIQUE UNIVERS SYSTEMS,Md importateur (de composants electriques),Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,"33, rue tarik bnou ziad - Casablanca",Casablanca,Maroc,33.57579,-7.62482,
SOCHEMESS IMPORT EXPORT,Marchand effectuant import-export,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Rue toricelli n16 - Casablanca,Casablanca,Maroc,33.57496,-7.616006,
STE NORDIQUE DE TRANSPORT ROUTIER (SONATRAR),Entrepreneur de transport de marchandises,Transport,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,2100000.0,,,Km 11500 bd chefchaouni ain sebaa - Casablanca,Casablanca,Maroc,33.607914,-7.536169,
CORSINI (STE),La commercialisation de la quincaillerie industrielle en detail droguerie general et materiaux de construction,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Bd souhaib erroumi n°42 bernoussi - Casablanca,Casablanca,Maroc,33.606395,-7.506345,
RENAISSANCE LAINE,Toutes operations concernant les landes et derives,Other,Société Anonyme,Société Anonyme,En activité,1500000.0,,,88-90 et 92 bd de la gironde - Casablanca,Casablanca,Maroc,33.578328,-7.594907,
CENTRE INTERNATIONAL D'EQUIPEMENT AUTOMOBILE (CIDEA),Vente pieces detachees pour automobiles,Commerce,Société Anonyme,Société Anonyme,Radiation,1000000.0,,,Angle bd ibn tachfine et route des ouled ziane - Casablanca,Casablanca,Maroc,33.58694440000001,-7.611111100000016,
GOOD METAL (STE),"Marchand en gros, marchand de metaux",Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,600000.0,,,Rue 4 raja 2 n13bis - Casablanca,Casablanca,Maroc,33.5743434927,-7.54999400581,
NAMIRTISS,Importation de tissus.,Other,Société à Responsabilité Limitée à Associé Unique,Société à Responsabilité Limitée à Associé Unique,En activité,200000.0,,,Quartier korea r 44 n66 - Casablanca,Casablanca,Maroc,33.5676983031,-7.60210260677,
MAROCAINE DE VERRE (FABRICATION) (FAMAVER),"Fabrication et le commerce du verre, tous produits et objets ainsi que toute autre industrie etc...",Commerce,Société Anonyme,Société Anonyme,En activité,10000.0,,,9 allee des villas - Casablanca,Casablanca,Maroc,33.60314,-7.54004,
BATI PRESTIGE,Entrepreneur d'installation sanitaire pour le chauffage et plomberie,Construction,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Rue abou zaid dadoussi n201 - Casablanca,Casablanca,Maroc,33.5834,-7.63732,
SHANDONG QUINGGONG MAROC,Marchand effectuant import-export,Other,Société Anonyme,Société Anonyme,En activité,100000.0,,,Rue berlioz belvedere n6 - Casablanca,Casablanca,Maroc,33.592271,-7.59,
ZH CONFECTION (STE),Fabricant de vetements confectionnes,Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,10000.0,,,Rue jaafar ibnou attia bourgogne n5 - Casablanca,Casablanca,Maroc,33.59744,-7.64252,
MISAHOLDING (STE),Holding(gestion de valeurs mobilieres),Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,35 av khalid bnou loualid ain sebaa - Casablanca,Casablanca,Maroc,33.60231,-7.53777,
ADAY CASING COMPANY,"Fabrication, transformation et vente en gros de boyauderie marchand de boyaux aux en gros",Commerce,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,300000.0,,,Souk hebdomadaire magasin n 1 - Settat,Settat,Maroc,33.001374,-7.617374,
TOUIRSITEX,"Serigraphe , imprimeur d'etoffes",Other,Société à Responsabilité Limitée,Société à Responsabilité Limitée,En activité,100000.0,,,Hay laalou rue 6 n68 cd - Casablanca,Casablanca,Maroc,33.5377045626,-7.57448069486,
